author_name,frequency,frequencyPer100Comment
Tatiana,4,0.0180
Mir,4,0.0180
Fiorella,4,0.0180
Tori,4,0.0180
Sadie,4,0.0180
Sofía,4,0.0180
Marvino,4,0.0180
Tonya,4,0.0180
Antony,4,0.0180
Andreia,4,0.0180
Celine,4,0.0180
Louisa,4,0.0180
Tanja,4,0.0180
Noor,4,0.0180
Mohammed,4,0.0180
Hanar,4,0.0180
Style,4,0.0180
Karol,4,0.0180
Rhea,4,0.0180
Nelly,4,0.0180
Sascha,4,0.0180
Rachelle,4,0.0180
Hoàng,4,0.0180
Zara,4,0.0180
Frida,4,0.0180
Ema,4,0.0180
Rafa,4,0.0180
Samar,4,0.0180
Alisson,4,0.0180
Ronan,4,0.0180
Kenny,4,0.0180
Leon,4,0.0180
Rhiannon,4,0.0180
Mandie,4,0.0180
Wendi,4,0.0180
Phyoe,4,0.0180
Agnes,4,0.0180
Jody,4,0.0180
Jenifer,4,0.0180
Mercedes,4,0.0180
Vitoria,4,0.0180
Lexxy,4,0.0180
Alma,4,0.0180
Gabi,4,0.0180
Misty,4,0.0180
Damien,4,0.0180
Sheri,4,0.0180
Ricky,4,0.0180
Araceli,3,0.0135
Kaleigh,3,0.0135
Denishia,3,0.0135
Zahoor,3,0.0135
Harvey,3,0.0135
Ronald,3,0.0135
Cathryn,3,0.0135
Indigo,3,0.0135
La,3,0.0135
Li,3,0.0135
Tiana,3,0.0135
Ursula,3,0.0135
Edith,3,0.0135
Seth,3,0.0135
Ifeoma,3,0.0135
Ashkan,3,0.0135
Chad,3,0.0135
Angelique,3,0.0135
Clarissa,3,0.0135
Rati,3,0.0135
Hoang,3,0.0135
Malak,3,0.0135
Aldair,3,0.0135
Russell,3,0.0135
Yesmin,3,0.0135
Emilia,3,0.0135
আহমেদ,3,0.0135
Keserovic,3,0.0135
Alix,3,0.0135
Renée,3,0.0135
Valentina,3,0.0135
Enrique,3,0.0135
Ida,3,0.0135
Hadja,3,0.0135
Believe,3,0.0135
Timmy,3,0.0135
MD,3,0.0135
Sephora,3,0.0135
Klaus,3,0.0135
Adolfo,3,0.0135
Teagan,3,0.0135
Basma,3,0.0135
Phạm,3,0.0135
Gordon,3,0.0135
Kalisha,3,0.0135
Willy,3,0.0135
Raman,3,0.0135
Leonirose,3,0.0135
Mathew,3,0.0135
Jonas,3,0.0135
Agatha,3,0.0135
Aire,3,0.0135
Geraldine,3,0.0135
Gökhan,3,0.0135
Danrley,3,0.0135
Musairvesvas,3,0.0135
Kristian,3,0.0135
Cass,3,0.0135
Stevie,3,0.0135
Jills,3,0.0135
Evie,3,0.0135
Arturo,3,0.0135
Ayessa,3,0.0135
Giovanna,3,0.0135
Mikey,3,0.0135
Filip,3,0.0135
Phương,3,0.0135
Katelyn,3,0.0135
