token,count,frequencyPer100Comment,frequencyPer100Token
fits,3,0.1530,0.0213
isso,3,0.1530,0.0213
ainda,3,0.1530,0.0213
2018,3,0.1530,0.0213
cest,3,0.1530,0.0213
announced,3,0.1530,0.0213
shut,3,0.1530,0.0213
josé,3,0.1530,0.0213
mae,3,0.1530,0.0213
evans,3,0.1530,0.0213
ben,3,0.1530,0.0213
bet,3,0.1530,0.0213
lindo,3,0.1530,0.0213
bedroom,3,0.1530,0.0213
grocer,3,0.1530,0.0213
beau,3,0.1530,0.0213
joanne,3,0.1530,0.0213
joanna,3,0.1530,0.0213
cole,3,0.1530,0.0213
progress,3,0.1530,0.0213
bought,3,0.1530,0.0213
table,3,0.1530,0.0213
hawkins,3,0.1530,0.0213
addition,3,0.1530,0.0213
theyve,3,0.1530,0.0213
plain,3,0.1530,0.0213
matthew,3,0.1530,0.0213
já,3,0.1530,0.0213
lauren,3,0.1530,0.0213
bell,3,0.1530,0.0213
wel,3,0.1530,0.0213
match,3,0.1530,0.0213
home,3,0.1530,0.0213
promise,3,0.1530,0.0213
reminds,3,0.1530,0.0213
wife,3,0.1530,0.0213
erin,3,0.1530,0.0213
oferecer,3,0.1530,0.0213
andre,2,0.1020,0.0142
veux,2,0.1020,0.0142
worth,2,0.1020,0.0142
jacob,2,0.1020,0.0142
tagging,2,0.1020,0.0142
hate,2,0.1020,0.0142
😌,2,0.1020,0.0142
100,2,0.1020,0.0142
fantastic,2,0.1020,0.0142
bry,2,0.1020,0.0142
cough,2,0.1020,0.0142
odell,2,0.1020,0.0142
adult,2,0.1020,0.0142
excellent,2,0.1020,0.0142
setup,2,0.1020,0.0142
mi,2,0.1020,0.0142
example,2,0.1020,0.0142
😱😱,2,0.1020,0.0142
lindsey,2,0.1020,0.0142
elizabeth,2,0.1020,0.0142
arch,2,0.1020,0.0142
types,2,0.1020,0.0142
purchase,2,0.1020,0.0142
figs,2,0.1020,0.0142
ideias,2,0.1020,0.0142
satisfied,2,0.1020,0.0142
went,2,0.1020,0.0142
fairly,2,0.1020,0.0142
mandy,2,0.1020,0.0142
gutierrez,2,0.1020,0.0142
carney,2,0.1020,0.0142
foto,2,0.1020,0.0142
standard,2,0.1020,0.0142
fleming,2,0.1020,0.0142
toy,2,0.1020,0.0142
girls,2,0.1020,0.0142
macula,2,0.1020,0.0142
👌,2,0.1020,0.0142
took,2,0.1020,0.0142
sian,2,0.1020,0.0142
target,2,0.1020,0.0142
mansueto,2,0.1020,0.0142
bonis,2,0.1020,0.0142
feeling,2,0.1020,0.0142
mini,2,0.1020,0.0142
obviously,2,0.1020,0.0142
strength,2,0.1020,0.0142
responsible,2,0.1020,0.0142
dessa,2,0.1020,0.0142
wells,2,0.1020,0.0142
y,2,0.1020,0.0142
regular,2,0.1020,0.0142
doesn’t,2,0.1020,0.0142
melhor,2,0.1020,0.0142
radio,2,0.1020,0.0142
wide,2,0.1020,0.0142
watch,2,0.1020,0.0142
nathan,2,0.1020,0.0142
sandy,2,0.1020,0.0142
gareth,2,0.1020,0.0142
bag,2,0.1020,0.0142
ems,2,0.1020,0.0142
woww,2,0.1020,0.0142
pete,2,0.1020,0.0142
away,2,0.1020,0.0142
bien,2,0.1020,0.0142
debs,2,0.1020,0.0142
une,2,0.1020,0.0142
até,2,0.1020,0.0142
karen,2,0.1020,0.0142
demais,2,0.1020,0.0142
ooooh,2,0.1020,0.0142
blower,2,0.1020,0.0142
catch,2,0.1020,0.0142
save,2,0.1020,0.0142
n,2,0.1020,0.0142
near,2,0.1020,0.0142
suppose,2,0.1020,0.0142
sousa,2,0.1020,0.0142
cann,2,0.1020,0.0142
il,2,0.1020,0.0142
windsor,2,0.1020,0.0142
evolve,2,0.1020,0.0142
ella,2,0.1020,0.0142
hang,2,0.1020,0.0142
characters,2,0.1020,0.0142
gustavo,2,0.1020,0.0142
lucas,2,0.1020,0.0142
tho,2,0.1020,0.0142
previous,2,0.1020,0.0142
så,2,0.1020,0.0142
genevieve,2,0.1020,0.0142
😭😭😭,2,0.1020,0.0142
designers,2,0.1020,0.0142
alice,2,0.1020,0.0142
theyre,2,0.1020,0.0142
night,2,0.1020,0.0142
dear,2,0.1020,0.0142
gosh,2,0.1020,0.0142
cooper,2,0.1020,0.0142
adorable,2,0.1020,0.0142
stefan,2,0.1020,0.0142
khan,2,0.1020,0.0142
plus,2,0.1020,0.0142
algo,2,0.1020,0.0142
gif,2,0.1020,0.0142
war,2,0.1020,0.0142
sofia,2,0.1020,0.0142
6,2,0.1020,0.0142
mercado,2,0.1020,0.0142
isana,2,0.1020,0.0142
tell,2,0.1020,0.0142
khm,2,0.1020,0.0142
ship,2,0.1020,0.0142
maili,2,0.1020,0.0142
til,2,0.1020,0.0142
tooooo,2,0.1020,0.0142
leacock,2,0.1020,0.0142
dustin,2,0.1020,0.0142
minifigure,2,0.1020,0.0142
ich,2,0.1020,0.0142
younger,2,0.1020,0.0142
broke,2,0.1020,0.0142
roe,2,0.1020,0.0142
themes,2,0.1020,0.0142
william,2,0.1020,0.0142
cunningham,2,0.1020,0.0142
leave,2,0.1020,0.0142
teal,2,0.1020,0.0142
you’ll,2,0.1020,0.0142
sign,2,0.1020,0.0142
colin,2,0.1020,0.0142
cost,2,0.1020,0.0142
roxanne,2,0.1020,0.0142
zattoni,2,0.1020,0.0142
current,2,0.1020,0.0142
appeal,2,0.1020,0.0142
Ça,2,0.1020,0.0142
mr,2,0.1020,0.0142
address,2,0.1020,0.0142
boy,2,0.1020,0.0142
usually,2,0.1020,0.0142
guiala,2,0.1020,0.0142
till,2,0.1020,0.0142
crammed,2,0.1020,0.0142
ooh,2,0.1020,0.0142
❤️❤️,2,0.1020,0.0142
crazy,2,0.1020,0.0142
carroll,2,0.1020,0.0142
imamura,2,0.1020,0.0142
beverley,2,0.1020,0.0142
dennis,2,0.1020,0.0142
regalo,2,0.1020,0.0142
max,2,0.1020,0.0142
sa,2,0.1020,0.0142
fête,2,0.1020,0.0142
course,2,0.1020,0.0142
interesting,2,0.1020,0.0142
hot,2,0.1020,0.0142
main,2,0.1020,0.0142
janeiro,2,0.1020,0.0142
chelsea,2,0.1020,0.0142
records,2,0.1020,0.0142
hall,2,0.1020,0.0142
wont,2,0.1020,0.0142
wong,2,0.1020,0.0142
jamen,2,0.1020,0.0142
em,2,0.1020,0.0142
ek,2,0.1020,0.0142
et,2,0.1020,0.0142
suzanne,2,0.1020,0.0142
gonzalez,2,0.1020,0.0142
fazer,2,0.1020,0.0142
cara,2,0.1020,0.0142
keith,2,0.1020,0.0142
care,2,0.1020,0.0142
nerdcubed,2,0.1020,0.0142
gordon,2,0.1020,0.0142
bits,2,0.1020,0.0142
alan,2,0.1020,0.0142
ridiculous,2,0.1020,0.0142
turned,2,0.1020,0.0142
stanley,2,0.1020,0.0142
grabbers,2,0.1020,0.0142
there’s,2,0.1020,0.0142
🎁,2,0.1020,0.0142
